Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?,reader id
A Dowry of Blood,S.T. Gibson,,9780356519302,digital,read,2024/10/16,2024/10/20,2024/10/15-2024/10/20,1.0,,,,,,,,3.0,,,,,No,2
The Poisonwood Bible,Barbara Kingsolver,,9780060786502,paperback,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
The Joy Luck Club,Amy Tan,,9780606107082,paperback,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Daughter of No Worlds,Carissa Broadbent,,9780998461946,hardcover,to-read,2023/05/09,,,0.0,,,,,,,,,,,,,No,2
Eleanor Oliphant Is Completely Fine,Gail Honeyman,,9780735220683,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Lock Every Door,Riley Sager,,9781524745141,hardcover,read,2025/05/06,2025/05/06,2025/05/06-2025/05/06,1.0,,,,,,,,4.25,,,,,No,2
The Time Traveler's Wife,Audrey Niffenegger,,9781939126016,digital,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
Raiders of the Lost Heart,Jo Segura,,9780593547465,paperback,to-read,2024/01/09,,,0.0,,,,,,,,,,,,,No,2
Tales of the City,Armistead Maupin,,9780552998765,paperback,to-read,2022/05/29,,,0.0,,,,,,,,,,,,,No,2
The Sanatorium,Sarah Pearse,,9780593296677,hardcover,to-read,2022/02/19,,,0.0,,,,,,,,,,,,,No,2
Love on the Brain,Ali Hazelwood,,9780593336854,digital,read,2024/07/10,2024/07/12,2024/07/10-2024/07/12,1.0,,,,,,,,4.5,,,,,No,2
Gender Queer: A Memoir,Maia Kobabe,Phoebe Kobabe (Illustrator),9781549304002,paperback,to-read,2022/08/03,,,0.0,,,,,,,,,,,,,No,2
Lights Out,Navessa Allen,,,paperback,read,2025/02/10,2025/02/11,2025/02/10-2025/02/11,1.0,,,,,,,,3.25,,,,,No,2
A Discovery of Witches,Deborah Harkness,,9780755381173,paperback,read,2019/01/31,2023/03/16,2023/03/16,1.0,,,,,,,,5.0,,,,,No,2
The Bride Test,Helen Hoang,Emily Woo (Narrator),9781974926718,audio,to-read,2020/05/31,,,0.0,,,,,,,,,,,,,No,2
New Moon,Stephenie Meyer,,9780316075633,paperback,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
Violet Thistlewaite Is Not a Villain Anymore,Emily Krempholtz,,9798892426183,hardcover,read,2025/11/12,2025/12/10,2025/11/28-2025/12/10,1.0,,,,,,,,3.75,,,,,No,2
Play With Me,Becka Mack,,9781778133039,digital,read,2025/02/26,2025/03/03,2025/02/25-2025/03/03,1.0,,,,,,,,4.5,,,,,No,2
A Darker Shade of Magic,V.E. Schwab,,9780765376459,hardcover,to-read,2022/07/25,,,0.0,,,,,,,,,,,,,No,2
Merriment and Mayhem,Alexandria Bellefleur,,B0DH8KCRSL,digital,read,2025/01/26,2025/01/26,2025/01/26-2025/01/26,1.0,,,,,,,,2.5,,,,,No,2
Not in Love,Ali Hazelwood,,9781408728918,digital,read,2024/12/20,2024/12/19,2024/12/16-2024/12/19,1.0,,,,,,,,3.75,,,,,No,2
A Feast for Crows,George R.R. Martin,,9780553582024,paperback,to-read,2015/02/05,,,0.0,,,,,,,,,,,,,No,2
The Absinthe Underground,Jamie Pacton,,9781682634929,hardcover,to-read,2024/01/25,,,0.0,,,,,,,,,,,,,No,2
Rebecca,Daphne du Maurier,,9780316323703,digital,read,2018/12/28,,,1.0,,,,,,,,,,,,,No,2
Milk and Honey,Rupi Kaur,,9781449483135,hardcover,read,2019/01/11,2019/01/11,2019/01/11,1.0,,,,,,,,3.0,"I'm still on the fence about this one. Some of the poems were so powerful, while others felt like an afterthought. The collection overall moved me. I think I just expected more powerful moving moments because of all the hype surrounding think book. I came into the reading thinking every page would be life-changing, which was not the case.",,,"kindle-unlimited, e-books, 2019-popsugar-challenge",No,2
Divergent Mind: Thriving in a World That Wasn't Designed for You,Jenara Nerenberg,,9780062876812,digital,to-read,2023/09/20,,,0.0,,,,,,,,,,,,,No,2
Love Will Save the Day,Kirsty Greenwood,,,digital,to-read,2022/02/23,,,0.0,,,,,,,,,,,,,No,2
Dark and Shallow Lies,Ginny Myers Sain,,9780593403969,hardcover,to-read,2022/09/15,,,0.0,,,,,,,,,,,,,No,2
The Black Bird Oracle,Deborah Harkness,,9780593724774,hardcover,read,2025/05/11,2025/05/17,2025/05/11-2025/05/17,1.0,,,,,,,,4.5,,,,,No,2
The Family Game,Catherine Steadman,,9780593158067,hardcover,to-read,2022/10/06,,,0.0,,,,,,,,,,,,,No,2
Eclipse,Stephenie Meyer,,9780316160209,hardcover,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
An American Marriage,Tayari Jones,,9781616201340,hardcover,to-read,2019/08/15,,,0.0,,,,,,,,,,,,,No,2
"Python for Data Analysis: Data Wrangling with Pandas, Numpy, and Ipython",Wes McKinney,,9781491957660,paperback,read,2025/08/27,2025/10/03,2025/08/27-2025/10/03,1.0,,,,,,,,,,,,,No,2
"Monstress, Vol. 1: Awakening",Marjorie M. Liu,Sana Takeda (Illustrator),9781632157096,paperback,to-read,2023/07/13,,,0.0,,,,,,,,,,,,,No,2
A Good Girl's Guide to Murder,Holly Jackson,,9781405293181,paperback,to-read,2022/11/02,,,0.0,,,,,,,,,,,,,No,2
A Song Below Water,Bethany C. Morrow,,9781250315328,hardcover,to-read,2024/01/09,,,0.0,,,,,,,,,,,,,No,2
True Places,Sonja Yoerg,,9781503904781,hardcover,read,2019/01/05,2019/01/11,2019/01/11,1.0,,,,,,,,5.0,,,,"e-books, 2019-popsugar-challenge",No,2
Emily Wilde's Map of the Otherlands,Heather Fawcett,,9780593500194,hardcover,to-read,2024/01/07,,,0.0,,,,,,,,,,,,,No,2
Maus: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,,9780394541556,hardcover,to-read,2023/02/09,,,0.0,,,,,,,,,,,,,No,2
Isn't It Bromantic?,Lyssa Kay Adams,,9780593332788,digital,read,2023/07/13,2023/07/13,2023/07/13,1.0,,,,,,,,4.0,,,,,No,2
The Girl on the Train,Paula Hawkins,,9781594633669,hardcover,read,2019/01/01,2018/01/01,2018/01/01,1.0,,,,,,,,4.0,,,,,No,2
Mastering 'Metrics: The Path from Cause to Effect,"Jörn-Steffen Pischke, Joshua D. Angrist",,,paperback,currently-reading,2026/02/18,,,0.0,,,,,,,,,,,,,No,2
"Love, Theoretically",Ali Hazelwood,,9780593336861,paperback,read,2024/06/19,2024/06/20,2024/06/19-2024/06/20,1.0,"emotional, funny, hopeful, lighthearted",medium,Character,Yes,Yes,No,Yes,4.25,,,,,No,2
The Grace of Kings,Ken Liu,,9781481424271,hardcover,to-read,2023/07/23,,,0.0,,,,,,,,,,,,,No,2
The Goldfinch,Donna Tartt,,9780316055437,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
11/22/1963,Stephen King,,9781451663839,hardcover,read,2015/02/05,,,1.0,,,,,,,,,,,,,No,2
Keeper of Enchanted Rooms,Charlie N. Holmberg,,9781662500336,digital,to-read,2023/03/31,,,0.0,,,,,,,,,,,,,No,2
Ruin and Roses,Deanna Ortega,,,digital,to-read,2022/11/07,,,0.0,,,,,,,,,,,,,No,2
Memphis,Tara M. Stringfellow,,9780593558737,paperback,read,2022/12/01,2023/01/18,2023/01/18,1.0,,,,,,,,5.0,,,,,No,2
Seven Days in June,Tia Williams,,153871911X,digital,read,2024/07/13,2024/07/19,2024/07/12-2024/07/19,1.0,"dark, emotional, hopeful, tense",,Character,,,,,4.5,,,,,No,2
Arsenic and Adobo,Mia P. Manansala,,9781643859316,hardcover,read,2022/06/18,2022/07/31,2022/07/31,1.0,,,,,,,,4.0,,,,,No,2
Happy!,Grant Morrison,Darick Robertson,9781607066774,paperback,to-read,2019/12/05,,,0.0,,,,,,,,,,,,,No,2
The Radium Girls: The Dark Story of America's Shining Women,Kate Moore,,9781492649373,digital,currently-reading,2026/01/24,,,0.0,,,,,,,,,,,,,No,2
The Unhoneymooners,Christina Lauren,,9781501128035,paperback,read,2023/01/12,2023/01/13,2023/01/13,1.0,,,,,,,,5.0,,,,,No,2
George,Alex Gino,Jamie Clayton (Narrator),9780545880060,audio,to-read,2020/08/21,,,0.0,,,,,,,,,,,,,No,2
The Golden Spoon,Jessa Maxwell,,9781668008003,hardcover,to-read,2023/03/02,,,0.0,,,,,,,,,,,,,No,2
Witcha Gonna Do?,Avery Flynn,,9780593335215,paperback,to-read,2022/12/31,,,0.0,,,,,,,,,,,,,No,2
The Drowned Woods,Emily Lloyd-Jones,,9780759556317,hardcover,to-read,2022/08/30,,,0.0,,,,,,,,,,,,,No,2
Apprentice to the Villain,Hannah Nicole Maehrer,,9781649377173,paperback,read,2025/01/14,2025/02/10,2025/02/07-2025/02/10,1.0,,,,,,,,3.5,,,,,No,2
Diagnosis: Solving the Most Baffling Medical Mysteries,Lisa Sanders,,9780593136638,paperback,to-read,2020/02/12,,,0.0,,,,,,,,,,,,,No,2
Homegoing,Yaa Gyasi,,9781101947135,hardcover,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
Half a Soul,Olivia Atwater,,9780316462808,digital,to-read,2023/08/29,,,0.0,,,,,,,,,,,,,No,2
Rick,Alex Gino,,9781338048100,hardcover,to-read,2020/08/21,,,0.0,,,,,,,,,,,,,No,2
Kiss Her Once for Me,Alison Cochrun,,9781982191139,paperback,to-read,2023/01/01,,,0.0,,,,,,,,,,,,,No,2
The Candid Life of Meena Dave,Namrata Patel,,B09K7J47Y8,digital,to-read,2023/07/25,,,0.0,,,,,,,,,,,,,No,2
Blood Over Bright Haven,M.L. Wang,,9781529935523,paperback,read,2025/10/13,2026/01/02,2025/10/12-2026/01/02,1.0,,,,,,,,5.0,,,,,No,2
Crazy Stupid Bromance,Lyssa Kay Adams,Andrew Eiden (Narrator),9780593291412,audio,read,2023/06/28,2023/06/29,2023/06/29,1.0,,,,,,,,4.0,,,,,No,2
Angels & Demons,Dan Brown,,9781416524793,paperback,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
Pachinko,Min Jin Lee,,9781455569656,digital,to-read,2020/01/16,,,0.0,,,,,,,,,,,,,No,2
The Blood Trials,N.E. Davenport,,B098QRGN7P,digital,paused,2025/02/07,,,0.0,,,,,,,,,,,,,No,2
It's Kind of a Funny Story,Ned Vizzini,,9780786851973,paperback,read,2012/01/24,2012/07/26,2012/07/26,1.0,,,,,,,,3.0,,,,e-books,No,2
Fangirl,Rainbow Rowell,,9788420416601,paperback,to-read,2019/12/27,,,0.0,,,,,,,,,,,,,No,2
Dark Places,Gillian Flynn,,9780307341563,hardcover,read,2015/08/09,2015/08/09,2015/08/09,1.0,,,,,,,,,,,,,No,2
House of Sky and Breath,Sarah J. Maas,,9781408884423,hardcover,read,2024/04/29,2024/05/05,2024/04/29-2024/05/05,1.0,"adventurous, challenging, dark, emotional, funny, tense",medium,A mix,Yes,Yes,It's complicated,Yes,5.0,,,,,Yes,2
Consider Me,Becka Mack,,9781778133022,digital,read,2023/08/26,2025/02/25,2025/02/07-2025/02/25,1.0,,,,,,,,4.25,,,,,No,2
A Very Merry Bromance,Lyssa Kay Adams,,9781472285560,paperback,read,2023/07/14,2023/07/15,2023/07/15,1.0,,,,,,,,4.0,,,,,No,2
Nic Blake and the Remarkables: The Manifestor Prophecy,Angie Thomas,Setor Fiadzigbey (Illustrator),9780063225138,hardcover,to-read,2022/09/24,,,0.0,,,,,,,,,,,,,No,2
Born a Crime: Stories From a South African Childhood,Trevor Noah,,9780385689236,digital,to-read,2019/01/09,,,0.0,,,,,,,,,,,,,No,2
Wrong Place Wrong Time,Gillian McAllister,,9780063252363,digital,read,2024/02/02,2024/02/03,2024/02/02-2024/02/03,1.0,"adventurous, emotional, mysterious",fast,Plot,It's complicated,Yes,No,Yes,4.5,,,,,No,2
Breaking Dawn,Stephenie Meyer,,9780316067928,hardcover,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
The Graveyard Book,Neil Gaiman,Dave McKean (Illustrator),9780060530921,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
How Fascism Works: The Politics of Us and Them,Jason Stanley,,9780525511854,paperback,paused,2025/04/30,,,0.0,,,,,,,,,,,,,No,2
After I Do,Taylor Jenkins Reid,,9781476712840,paperback,to-read,2020/06/14,,,0.0,,,,,,,,,,,,,No,2
The Perks of Being a Wallflower,Stephen Chbosky,,9780613237529,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
The Last Bookshop in London,Madeline Martin,,9781335284808,paperback,to-read,2023/03/16,,,0.0,,,,,,,,,,,,,No,2
The Love Wager,Lynn Painter,,,paperback,to-read,2023/07/12,,,0.0,,,,,,,,,,,,,No,2
The Stars are Dying,Chloe C. Peñaranda,,9781915534057,hardcover,to-read,2023/07/16,,,0.0,,,,,,,,,,,,,No,2
Golden Son,Pierce Brown,,9780345539823,digital,to-read,2015/02/12,,,0.0,,,,,,,,,,,,,No,2
Rosie and the Dreamboat,Sally Thorne,,B0CL7L1Y9X,digital,read,2024/04/18,2024/04/18,2024/04/18-2024/04/18,1.0,"emotional, funny",fast,,,,,,3.0,,,,,No,2
"You, Again",Kate Goldbeck,,9780593448120,paperback,to-read,2023/09/24,,,0.0,,,,,,,,,,,,,No,2
The Fifth Season,N.K. Jemisin,,9780356504889,digital,to-read,2022/07/25,,,0.0,,,,,,,,,,,,,No,2
Middlesex,Jeffrey Eugenides,,9780312422158,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
Never Fall for Your Fiancée,Virginia Heath,,9781250787774,digital,to-read,2022/09/20,,,0.0,,,,,,,,,,,,,No,2
The Sword of Kaigen,M.L. Wang,,9781720193869,paperback,to-read,2023/01/28,,,0.0,,,,,,,,,,,,alex-ideas,No,2
The Wedding Date,Jasmine Guillory,,9780440000389,paperback,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Morning Star,Pierce Brown,,9780345539847,hardcover,to-read,2015/02/12,,,0.0,,,,,,,,,,,,,No,2
A Wrinkle in Time,Madeleine L'Engle,,9781250153272,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
I'm Glad My Mom Died,Jennette McCurdy,,9781982185848,digital,to-read,2023/05/01,,,0.0,,,,,,,,,,,,,No,2
The Serpent and the Wings of Night,Carissa Broadbent,,B09WRJJKXC,digital,read,2023/02/28,2023/05/16,2023/05/16,1.0,,,,,,,,3.0,,,,,No,2
The Ashes and the Star-Cursed King,Carissa Broadbent,,9781957779065,hardcover,read,2023/05/16,2023/05/22,2023/05/22,1.0,,,,,,,,4.0,,,,,No,2
Delilah Green Doesn't Care,Ashley Herring Blake,,9780593336403,paperback,to-read,2023/09/03,,,0.0,,,,,,,,,,,,,No,2
Mexican Gothic,Silvia Moreno-Garcia,,9780525620785,hardcover,to-read,2024/01/09,,,0.0,,,,,,,,,,,,,No,2
World War Z: An Oral History of the Zombie War,Max Brooks,,9780307346605,hardcover,read,2013/08/07,2013/08/06,2013/08/06,1.0,,,,,,,,3.0,,,,our-book-club,No,2
Crown of Midnight,Sarah J. Maas,,9781639730964,hardcover,read,2023/08/30,2023/09/08,2023/09/08,1.0,,,,,,,,5.0,,,,,No,2
The Spanish Love Deception,Elena Armas,,9781668002520,paperback,read,2022/09/07,2023/01/20,2023/01/20,1.0,,,,,,,,5.0,,,,,No,2
"My Sister, the Serial Killer",Oyinkan Braithwaite,,9780385544238,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Breathe With Me,Becka Mack,,,digital,read,2025/11/03,2025/11/04,2025/11/02-2025/11/04,1.0,,,,,,,,5.0,,,,,No,2
Brutal Prince,Sophie Lark,,B08BNLPH6D,digital,read,2023/02/28,2023/03/06,2023/03/06,1.0,,,,,,,,3.0,,,,,No,2
The Stopover,T.L. Swan,"C.J. Bloom (Narrator), Sebastian York (Narrator)",9781799709374,audio,to-read,2023/04/10,,,0.0,,,,,,,,,,,,,No,2
Merry Ever After,Tessa Bailey,,B0D9KL14L4,digital,read,2025/01/20,2025/01/20,2025/01/20-2025/01/20,1.0,,,,,,,,2.0,,,,,No,2
All the Light We Cannot See,Anthony Doerr,,9781476746586,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
Where the Sidewalk Ends,Shel Silverstein,Shel Silverstein (Illustrator),9780060513030,hardcover,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
Perfume: The Story of a Murderer,Patrick Süskind,John E. Woods (Translator),9780140120837,paperback,to-read,2022/08/11,,,0.0,,,,,,,,,,,,,No,2
The Thursday Murder Club,Richard Osman,"Lesley Manville (Narrator), Marian Keyes (Narrator), Richard Osman (Narrator)",9780241988299,audio,to-read,2023/05/01,,,0.0,,,,,,,,,,,,,No,2
Everyone in My Family Has Killed Someone,Benjamin Stevenson,,9780063279025,hardcover,to-read,2023/02/05,,,0.0,,,,,,,,,,,,,No,2
The Sunbearer Trials,Aiden Thomas,André Santana (Narrator),9781250866189,audio,to-read,2023/04/24,,,0.0,,,,,,,,,,,,,No,2
No One Was Supposed to Die at this Wedding,Catherine Mack,Elizabeth Evans (Narrator),9781250397867,audio,to-read,2025/04/19,,,0.0,,,,,,,,,,,,,No,2
Legendborn,Tracy Deonn,,9781534441606,hardcover,to-read,2024/01/05,,,0.0,,,,,,,,,,,,,No,2
The Fellowship of the Ring ,J.R.R. Tolkien,,9780618346257,paperback,to-read,2018/12/28,,,0.0,,,,,,,,,,,,,No,2
Eat Pray Love,Elizabeth Gilbert,,9780143038412,paperback,read,2019/01/05,,,1.0,,,,,,,,,,,,,No,2
Her Majesty's Royal Coven,Juno Dawson,,9780143137146,paperback,to-read,2022/08/20,,,0.0,,,,,,,,,,,,,No,2
Knot My Type,Evie Mitchell,,9781922561206,digital,read,2026/01/30,2026/02/03,2026/01/30-2026/02/03,1.0,,,,,,,,2.25,,,,,No,2
A Court of Thorns and Roses,Sarah J. Maas,,9781635575569,paperback,read,2022/07/25,2023/02/12,2023/02/12,1.0,,,,,,,,5.0,,,,,No,2
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman","Michael Sheen (Narrator), Rebecca Front (Narrator), David Tennant (Narrator)",9780062896957,audio,read,2024/01/31,2024/02/27,2024/01/31-2024/02/27,1.0,"adventurous, dark, emotional, funny, mysterious",fast,A mix,Yes,Yes,It's complicated,It's complicated,5.0,,,,,Yes,2
The Love Hypothesis,Ali Hazelwood,,9780593336830,digital,read,2024/01/07,2024/01/08,2024/01/07-2024/01/08,1.0,"funny, hopeful, lighthearted",fast,,Yes,Yes,Yes,Yes,5.0,,,,,No,2
The Dungeon Anarchist's Cookbook,Matt Dinniman,Jeff Hays (Narrator),B08ZBJ4LXX,audio,read,2025/06/21,2025/06/28,2025/06/21-2025/06/28,1.0,,,,,,,,3.5,<div>This one didn’t captured me nearly as much as the last two books. I have high hopes for the set up this one made for the future books though.&nbsp;</div>,,,,No,2
Games Untold,Jennifer Lynn Barnes,,9780316573726,digital,read,2025/09/02,2025/09/09,2025/09/02-2025/09/09,1.0,,,,,,,,3.5,,,,,No,2
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,,,digital,read,2012/07/26,2012/07/27,2012/07/27,1.0,,,,,,,,3.0,,,,,No,2
The Other Einstein,Marie Benedict,,9781492637257,hardcover,to-read,2023/12/29,,,0.0,,,,,,,,,,,,,No,2
The Assassin's Blade,Sarah J. Maas,,9781619632219,digital,read,2023/12/15,2023/12/15,2023/12/15,1.0,,,,,,,,,,,,,No,2
Elantris: Tenth Anniversary Author's Definitive Edition,Brandon Sanderson,Dan Wells (Contributor),9781429914550,digital,paused,2025/03/08,,,0.0,,,,,,,,,,,,,No,2
Big Sexy Love,Kirsty Greenwood,,,digital,read,2019/01/29,2019/02/03,2019/02/03,1.0,,,,,,,,5.0,,,,"kindle-unlimited, e-books, 2019-popsugar-challenge",No,2
Part of Your World,Abby Jimenez,"Zachary Webber (Narrator), Julia Whelan (Narrator)",9781549135125,audio,read,2023/07/23,2025/12/08,2025/12/04-2025/12/08,1.0,,,,,,,,4.0,,,,,No,2
Several People Are Typing,Calvin Kasulke,,9780385547253,digital,read,2023/08/11,2023/08/12,2023/08/12,1.0,,,,,,,,3.0,,,,,No,2
That One Night,Emily Rath,,,digital,read,2023/04/18,2023/04/18,2023/04/18,1.0,,,,,,,,5.0,,,,,No,2
Welcome to Lovecraft,Joe Hill,Gabriel Rodríguez (Illustrator),9781600102370,hardcover,to-read,2020/02/17,,,0.0,,,,,,,,,,,,"kindle-unlimited, e-books",No,2
Lab Girl,Hope Jahren,,9781101874936,hardcover,to-read,2019/12/28,,,0.0,,,,,,,,,,,,,No,2
The Spear Cuts Through Water,Simon Jimenez,,9780593156599,hardcover,to-read,2022/09/07,,,0.0,,,,,,,,,,,,,No,2
The Long Game,Rachel Reid,,9781335534644,paperback,read,2025/05/31,2025/06/01,2025/05/31-2025/06/01,1.0,,,,,,,,5.0,,,,,No,2
Mr. Mercedes,Stephen King,,9781476754451,hardcover,to-read,2015/01/04,,,0.0,,,,,,,,,,,,,No,2
Kilt Trip,Alexandra Kiley,,9781335009296,paperback,to-read,2024/01/23,,,0.0,,,,,,,,,,,,,No,2
A River Enchanted,Rebecca Ross,,9780063055988,hardcover,to-read,2023/08/15,,,0.0,,,,,,,,,,,,,No,2
Harry Potter and the Philosopher's Stone,J.K. Rowling,Olly Moss (Illustrator),B019PIOJYU,digital,read,2011/07/31,2011/06/01,2011/06/01,1.0,,,,,,,,5.0,,,,summer-of-2011,Yes,2
Ninth House,Leigh Bardugo,,9781250313089,digital,read,2024/10/21,2024/10/27,2024/10/20-2024/10/27,1.0,,,,,,,,5.0,,,,,No,2
Icebound,Meredith Trapp,,9798989848102,paperback,read,2024/07/05,2024/07/09,2024/07/05-2024/07/09,1.0,,,,,,,,2.5,,,,,No,2
Pride and Protest,Nikki Payne,,9780593440940,paperback,read,2025/05/07,2025/05/09,2025/05/07-2025/05/09,1.0,,,,,,,,4.0,,,,,No,2
The Blade Itself,Joe Abercrombie,,9780575079793,paperback,to-read,2022/08/27,,,0.0,,,,,,,,,,,,,No,2
Faebound,Saara El-Arifi,,9780008596965,hardcover,to-read,2024/01/25,,,0.0,,,,,,,,,,,,,No,2
My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,Henning Koch (Translator),9781501115066,hardcover,to-read,2022/03/30,,,0.0,,,,,,,,,,,,,No,2
Glitch,Briana Michaels,,,digital,to-read,2023/04/23,,,0.0,,,,,,,,,,,,,No,2
The Casual Vacancy,J.K. Rowling,,9780316228534,hardcover,read,2012/10/21,2013/08/07,2013/08/07,1.0,,,,,,,,3.0,,,,our-book-club,No,2
I'm Glad My Mom Died,Jennette McCurdy,,9781982185824,hardcover,to-read,2023/01/01,,,0.0,,,,,,,,,,,,,No,2
Insurgent,Veronica Roth,,9780007442911,hardcover,read,2014/01/12,,,1.0,,,,,,,,,,,,e-books,No,2
Salt to the Sea,Ruta Sepetys,,,paperback,to-read,2022/09/14,,,0.0,,,,,,,,,,,,,No,2
Great Big Beautiful Life,Emily Henry,,9780593955635,hardcover,read,2025/05/18,2025/05/20,2025/05/18-2025/05/20,1.0,,,,,,,,4.75,,,,,No,2
Curious Tides,Pascale Lacelle,,9781665939270,hardcover,to-read,2023/10/03,,,0.0,,,,,,,,,,,,,No,2
How to Love Your Neighbor,Sophie Sullivan,,9781250624185,paperback,to-read,2022/01/05,,,0.0,,,,,,,,,,,,,No,2
The Lost Apothecary,Sarah Penner,,9780778311010,hardcover,to-read,2022/01/05,,,0.0,,,,,,,,,,,,,No,2
Fates and Furies,Lauren Groff,,9781594634475,hardcover,to-read,2023/12/30,,,0.0,,,,,,,,,,,,,No,2
The Ones We're Meant to Find,Joan He,,9781250258571,digital,to-read,2022/09/22,,,0.0,,,,,,,,,,,,,No,2
Caraval,Stephanie Garber,,9781250095251,hardcover,to-read,2022/08/11,,,0.0,,,,,,,,,,,,,No,2
His Majesty's Dragon,Naomi Novik,,9780345481283,paperback,to-read,2023/05/09,,,0.0,,,,,,,,,,,,,No,2
Throne of the Fallen,Kerri Maniscalco,,9781399722704,hardcover,to-read,2023/08/05,,,0.0,,,,,,,,,,,,,No,2
Thistlefoot,GennaRose Nethercott,,9780593468838,hardcover,to-read,2022/10/06,,,0.0,,,,,,,,,,,,,No,2
Hamnet,Maggie O'Farrell,,9781472223791,hardcover,to-read,2023/08/15,,,0.0,,,,,,,,,,,,,No,2
House of Beating Wings,Olivia Wildenstein,,9781948463553,paperback,to-read,2023/08/28,,,0.0,,,,,,,,,,,,,No,2
Go Set a Watchman,Harper Lee,,9780062409850,hardcover,read,2015/02/05,2015/08/12,2015/08/12,1.0,,,,,,,,,,,,,No,2
This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,,,digital,to-read,2023/07/15,,,0.0,,,,,,,,,,,,,No,2
The Suicide of Claire Bishop,Carmiel Banasky,,9781938103087,paperback,to-read,2022/06/22,,,0.0,,,,,,,,,,,,,No,2
Leather & Lark,Brynne Weaver,,9781638931799,paperback,read,2024/07/03,2024/07/03,2024/07/02-2024/07/03,1.0,"dark, emotional, tense",medium,A mix,Yes,,No,Yes,3.5,,,,,No,2
The Atlas Six,Olivie Blake,,,hardcover,to-read,2022/07/25,,,0.0,,,,,,,,,,,,,No,2
Professional Troublemaker: The Fear-Fighter Manual,Luvvie Ajayi Jones,,9781984881908,hardcover,to-read,2021/12/17,,,0.0,,,,,,,,,,,,,No,2
The Cul-de-Sac War,Melissa Ferguson,,,digital,to-read,2023/03/16,,,0.0,,,,,,,,,,,,,No,2
Crying in H Mart,Michelle Zauner,,9780525657743,hardcover,to-read,2022/02/23,,,0.0,,,,,,,,,,,,,No,2
Tell Me Lies,Carola Lovering,,9781501169656,paperback,to-read,2022/10/31,,,0.0,,,,,,,,,,,,,No,2
Project Hail Mary,Andy Weir,Ray Porter (Narrator),B08GB58KD5,audio,read,2024/01/11,2024/01/20,2024/01/08-2024/01/20,1.0,"adventurous, emotional, funny",medium,A mix,,Yes,Yes,,5.0,,,,,Yes,2
The Future of Feeling: Building Empathy in a Tech-Obsessed World,Kaitlin Ugolik Phillips,,9781978691209,audio,to-read,2020/01/03,,,0.0,,,,,,,,,,,,,No,2
The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,James Cameron Stewart (Narrator),9781541411159,audio,read,2018/12/27,2019/02/02,2019/02/02,1.0,,,,,,,,4.0,,,,"e-books, 2019-popsugar-challenge",No,2
